OBJECTID,FACILITY_TYPE,LENGTH_M,COORDINATES
65863,"Unknown",100,45.39713976912359,-75.72167786640051
65864,"Unknown",110,45.396264644135925,-75.72531726680663
65865,"Unknown",550,45.416786702590855,-75.65291610109372
65866,"Unknown",509,45.426298843396474,-75.62670979365186
65867,"Unknown",137,45.39446456001458,-75.66155802168772
65868,"Unknown",157,45.394938708808205,-75.65507550461135
65869,"Unknown",39,45.44413625322713,-75.62427519933178
65870,"Unknown",499,45.355825687151814,-75.72930889124574
65871,"Unknown",71,45.34474472879296,-75.74963060565423
65872,"Unknown",173,45.3756708297622,-75.77389934045304
65873,"Unknown",10,45.39864982529901,-75.70833485980378
65874,"Unknown",133,45.425770439442545,-75.63139601702822
65875,"Unknown",163,45.41434362672822,-75.71130229702118
65876,"Unknown",202,45.4291996366837,-75.6902716528517
65877,"Unknown",404,45.39044983552868,-75.73441315821597
65878,"Unknown",306,45.38677563153888,-75.73939212278049
65879,"Unknown",119,45.404629814831715,-75.71193976939455
65880,"Unknown",207,45.429406217725415,-75.69021757876317
65881,"Unknown",40,45.39671694929162,-75.75682108680265
65882,"Unknown",47,45.3878584995796,-75.73832781050997
65883,"Unknown",116,45.40198255868481,-75.72986323891261
65884,"Unknown",318,45.344375644302275,-75.69122651169306
65885,"Unknown",338,45.343456233534894,-75.69100991350501
65886,"Unknown",87,45.410481048665254,-75.64539935812233
65887,"Unknown",116,45.35708671362217,-75.78073589975254
65888,"Unknown",279,45.38144080953461,-75.61511281103182
65889,"Unknown",341,45.457342324592524,-75.60062080528778
65890,"Unknown",215,45.36127501770906,-75.71832760763324
65891,"Unknown",200,45.422206256256935,-75.64215712266626
65892,"Unknown",62,45.40597849052589,-75.71278029156488
65893,"Unknown",194,45.418463295864264,-75.6713227375722
65894,"Unknown",102,45.398060422638025,-75.70796958863959
65895,"Unknown",26,45.42974814928361,-75.68894746785095
65896,"Unknown",91,45.369477871206506,-75.75406289057112
65897,"Unknown",110,45.3601751460271,-75.63920357879306
65898,"Unknown",69,45.36053880020905,-75.63969587623002
65899,"Unknown",405,45.385029493129096,-75.62733349934351
65900,"Unknown",105,45.361083767098734,-75.76823977988992
65901,"Unknown",60,45.35384162168119,-75.64390421563816
65902,"Unknown",115,45.429897324734874,-75.68905351666517
65903,"Unknown",105,45.35575505679433,-75.73639999267257
65904,"Unknown",144,45.39042564261874,-75.7361759160098
65905,"Unknown",296,45.35926157430595,-75.68686902679491
65906,"Unknown",535,45.45570714529842,-75.59866496989501
65907,"Unknown",110,45.44577372050726,-75.60796347631668
65908,"Unknown",658,45.37084492610855,-75.69051741843869
65909,"Unknown",561,45.44609835806239,-75.59699140402913
65910,"Unknown",55,45.45782190196241,-75.6009584119345
65911,"Unknown",645,45.36179990595118,-75.68779986917717
65912,"Unknown",111,45.39885995328239,-75.65530080747449
65913,"Unknown",260,45.422001783769296,-75.6993576789626
65914,"Unknown",27,45.41916132595295,-75.62342822546108
65915,"Unknown",254,45.422843029928174,-75.6974162309874
65916,"Unknown",222,45.42533793800886,-75.63289754833069
65917,"Bike Lane",59,45.41009023349888,-75.73479109921894
65918,"Unknown",117,45.391834820561996,-75.732951286635
65919,"Unknown",375,45.35883886501707,-75.777471624131
65920,"Unknown",119,45.3769074606883,-75.7426143302973
65921,"Unknown",195,45.35872892444626,-75.72104311951571
65922,"Unknown",145,45.396420241237145,-75.6570714866125
65923,"Unknown",151,45.397073073478154,-75.65773872915439
65924,"Unknown",171,45.378159320856994,-75.7333277310447
65925,"Unknown",51,45.3545364461005,-75.7646228715019
65926,"Unknown",59,45.35144735366504,-75.79090037312498
65927,"Unknown",185,45.34632445348069,-75.78855671885435
65928,"Unknown",139,45.46080415105004,-75.60257334027021
65929,"Unknown",245,45.45222766422033,-75.59676425512806
65930,"Unknown",143,45.45012508424769,-75.59601794377316
65931,"Unknown",60,45.461626337103624,-75.60299507414328
65932,"Unknown",205,45.44775447588708,-75.59438108845967
65933,"Unknown",68,45.36618550370598,-75.71398346181874
65934,"Unknown",60,45.395215831741595,-75.6959553870791
65935,"Unknown",186,45.389770485797904,-75.70867592586265
65936,"Unknown",355,45.366578480591485,-75.65801265692555
65937,"Unknown",24,45.449367470698824,-75.62584345929017
65938,"Unknown",123,45.40200686396366,-75.73213664941957
65939,"Unknown",75,45.39497269312698,-75.75566891300913
65940,"Unknown",62,45.39920976074226,-75.75823178315851
65941,"Unknown",129,45.39845111035671,-75.75780742979809
65942,"Unknown",272,45.37047661072088,-75.66313809808535
65943,"Unknown",123,45.433386234492694,-75.64250081000912
65944,"Unknown",24,45.36208764807184,-75.7889824241793
65945,"Unknown",97,45.35119520881734,-75.73274747147344
65946,"Unknown",65,45.36253409107488,-75.7116725188009
65947,"Unknown",19,45.39040142320228,-75.73793866841373
65948,"Unknown",41,45.39056065632299,-75.73752784188484
65949,"Unknown",72,45.39048628732091,-75.73717124844629
65950,"Unknown",350,45.35966322786163,-75.65378813077432
65951,"Unknown",109,45.36052132367377,-75.65422210329481
65952,"Unknown",71,45.36090945259423,-75.65438225853693
65953,"Unknown",567,45.433369649139756,-75.60745591740138
65954,"Unknown",94,45.41228401021338,-75.67186898153689
65955,"Unknown",508,45.41039608781525,-75.67004537635731
65956,"Unknown",66,45.418160330917786,-75.63237196382087
65957,"Unknown",196,45.412069239083316,-75.68869246398957
65958,"Unknown",112,45.42612415494666,-75.68601981611918
65959,"Unknown",115,45.40396325418625,-75.71154362403234
65960,"Unknown",53,45.40633989634137,-75.71299244219395
65961,"Unknown",348,45.41472183407635,-75.65076870715312
65962,"Unknown",302,45.44028491768464,-75.62976201476407
65963,"Unknown",26,45.42130849308313,-75.6507210811717
65964,"Bike Lane",309,45.40160095907489,-75.68272242230805
65965,"Unknown",152,45.39676024364749,-75.71880923577955
65966,"Unknown",123,45.3620592286478,-75.76880161770964
65967,"Unknown",65,45.37461945245307,-75.73282656094767
65968,"Unknown",169,45.383895682888955,-75.73261171088119
65969,"Unknown",394,45.368155217857705,-75.77222100273636
65970,"Unknown",85,45.415728627076284,-75.7082368131821
65971,"Unknown",466,45.34878916130421,-75.73224397473984
65972,"Unknown",227,45.3962101426597,-75.70688731455496
65973,"Unknown",117,45.36565896407127,-75.71565069725685
65974,"Unknown",52,45.36049961244172,-75.64166219855544
65975,"Unknown",62,45.360666825385906,-75.6411618567051
65976,"Unknown",83,45.361860827520815,-75.71977472797893
65977,"Unknown",328,45.40054791059165,-75.63148872675879
65978,"Unknown",339,45.39923729924532,-75.64985108078535
65979,"Unknown",221,45.3911994547992,-75.72680408729799
65980,"Unknown",200,45.36616082188118,-75.65027981369
65981,"Unknown",404,45.44625076249195,-75.63725637621017
65982,"Unknown",411,45.361035587150575,-75.75936902605369
65983,"Unknown",154,45.40489882484461,-75.70630586741089
65984,"Unknown",303,45.40893187070179,-75.7064991408426
65985,"Unknown",148,45.40508369221035,-75.70571565450629
65986,"Unknown",465,45.371238316794354,-75.66600073784169
65987,"Unknown",144,45.37381172297239,-75.66749324916039
65988,"Unknown",33,45.39584326607541,-75.73758453186748
65989,"Unknown",252,45.33930389985165,-75.72681430832928
65990,"Unknown",35,45.397401473108644,-75.73054754225839
65991,"Unknown",88,45.36383304395227,-75.71212678785692
65992,"Unknown",109,45.35272193664244,-75.70467440378573
65993,"Unknown",341,45.35825885891986,-75.70894934518736
65994,"Unknown",120,45.420949958599316,-75.64202431573466
65995,"Unknown",470,45.36318806387883,-75.76942533777435
65996,"Unknown",189,45.348851685928665,-75.73889829281767
65997,"Unknown",135,45.39902585058041,-75.65288148271762
65998,"Unknown",91,45.35084310867485,-75.79057288510162
65999,"Unknown",206,45.36916704700067,-75.66274182875566
66000,"Unknown",267,45.42307038516182,-75.68972775887978
66001,"Unknown",534,45.41729555872586,-75.63775997625002
66002,"Unknown",77,45.39761064946966,-75.7077107238191
66003,"Unknown",221,45.42356898583689,-75.69571916699032
66004,"Unknown",89,45.3638367456964,-75.70189619847959
66005,"Unknown",157,45.40596166754966,-75.70257355425495
66006,"Unknown",237,45.35618331502912,-75.73158368605657
66007,"Unknown",141,45.394374579630664,-75.66278546442058
66008,"Unknown",253,45.448121789833934,-75.6253385539982
66009,"Unknown",222,45.33895454257566,-75.74008978587119
66010,"Unknown",157,45.35937620750589,-75.64906966147251
66011,"Path",156,45.39940849067779,-75.66730838395976
66012,"Unknown",821,45.342275531150435,-75.75761904409984
66013,"Unknown",190,45.364751227503156,-75.64910328631191
66014,"Unknown",423,45.36962955353591,-75.69883802782526
66016,"Unknown",205,45.417890573799234,-75.71570704138809
66017,"Unknown",120,45.41672686360522,-75.71501550660427
66018,"Unknown",639,45.41887964435545,-75.62928669548599
66019,"Unknown",45,45.4164520733563,-75.66946114982575
66020,"Unknown",114,45.39646698058788,-75.69472425766033
66021,"Unknown",346,45.343883250728645,-75.72933704714168
66022,"Unknown",199,45.390741752019956,-75.61306950308658
66023,"Unknown",113,45.438997793841345,-75.64562415433565
66024,"Unknown",111,45.43283497660669,-75.64218964167955
66025,"Unknown",371,45.39258158080153,-75.60851102553352
66026,"Unknown",48,45.41289100546893,-75.61300445967011
66027,"Unknown",117,45.40970124008874,-75.71500262027152
66028,"Unknown",263,45.42550008316882,-75.63727853136002
66029,"Unknown",192,45.418213094858444,-75.63396513496042
66030,"Unknown",124,45.38084908209779,-75.63756840961736
66031,"Unknown",670,45.437496300927975,-75.67364132076153
66032,"Unknown",218,45.36747930928671,-75.75255723330658
66033,"Unknown",231,45.35796858631847,-75.73772318503494
66034,"Unknown",568,45.37223029807293,-75.78196110029047
66035,"Unknown",322,45.39400952240484,-75.66787321855927
66036,"Unknown",90,45.34653908935787,-75.76024429326257
66037,"Unknown",130,45.37436417361932,-75.74038137002924
66038,"Unknown",363,45.34990265141435,-75.75862078511757
66039,"Unknown",598,45.35154461808181,-75.75748573950159
66040,"Unknown",86,45.34961672549653,-75.76572729354986
66041,"Unknown",113,45.40904176413805,-75.71462849441356
66042,"Unknown",12,45.39754532128505,-75.70766549544119
66043,"Unknown",2071,45.40410372019423,-75.66406059332198
66044,"Unknown",480,45.40194194768474,-75.61963885311492
66045,"Unknown",104,45.397126694174375,-75.6951236109064
66046,"Unknown",94,45.39773207036098,-75.69547266747972
66047,"Unknown",109,45.40728871403883,-75.71356692020802
66048,"Unknown",154,45.40627198991932,-75.72123259397206
66049,"Unknown",136,45.418183274810715,-75.71584411801224
66050,"Unknown",200,45.416689195348404,-75.71397897742885
66051,"Unknown",236,45.393801811365,-75.72839064144715
66052,"Unknown",114,45.362697090619804,-75.64790932917957
66053,"Unknown",77,45.40792128920763,-75.71395416865565
66054,"Unknown",10,45.399282420251645,-75.70872198967379
66055,"Unknown",115,45.43460457072606,-75.6923543896514
66056,"Unknown",429,45.37475094675616,-75.66559028591028
66057,"Unknown",574,45.43298397936845,-75.66473743705764
66058,"Unknown",69,45.36278168768388,-75.76920078859771
66059,"Unknown",711,45.42267035784732,-75.6613748093872
66060,"Unknown",98,45.36690581787214,-75.66118165453312
66061,"Unknown",309,45.40937888357458,-75.62384941944666
66062,"Unknown",129,45.396951806975615,-75.75695850837987
66063,"Unknown",158,45.39556988941158,-75.75617196417835
66064,"Unknown",116,45.40837489670533,-75.71420885092017
66065,"Unknown",115,45.39428735388833,-75.73100230628614
66066,"Unknown",48,45.43525575075849,-75.69281800388134
66067,"Unknown",133,45.36579890424984,-75.71534196964988
66068,"Unknown",58,45.36615633655502,-75.71408637281769
66069,"Unknown",89,45.35927984087312,-75.63847884676792
66070,"Unknown",76,45.36074444449274,-75.64071392706005
66071,"Unknown",101,45.36024289133999,-75.64222771317961
66072,"Unknown",300,45.35325901400501,-75.65905252963047
66073,"Unknown",113,45.353966104813345,-75.65975678096545
66074,"Unknown",230,45.3550988006721,-75.6608249029911
66075,"Unknown",165,45.35455954334677,-75.67201336505757
66076,"Unknown",83,45.35471401544726,-75.67111772226141
66077,"Unknown",296,45.3953927719102,-75.64836327484211
66078,"Unknown",91,45.44334103418905,-75.62384009493402
66079,"Unknown",460,45.3468048567194,-75.76372067908902
66080,"Unknown",248,45.34835263160262,-75.76472813159532
66081,"Unknown",64,45.34977699898694,-75.7658643405296
66082,"Unknown",610,45.399164905860374,-75.67806806307313
66083,"Unknown",223,45.4460623940359,-75.61036225750134
66084,"Unknown",265,45.389663336380714,-75.72586721093198
66085,"Unknown",418,45.41342034975422,-75.71703536043577
66086,"Unknown",19,45.35562427709126,-75.64397254958351
66087,"Unknown",173,45.36937507134172,-75.77018826975862
66088,"Unknown",89,45.35702689725325,-75.64478017185486
66089,"Unknown",989,45.407664342525216,-75.64508213784266
66090,"Unknown",404,45.426224827837686,-75.62505512833954
66091,"Unknown",209,45.34778432024922,-75.7888980355432
66092,"Unknown",63,45.398332564814325,-75.73843238608714
66093,"Unknown",132,45.440335180699456,-75.6463709094583
66094,"Unknown",626,45.4138697681561,-75.65943949241384
66095,"Unknown",64,45.35989066696445,-75.71068807394566
66096,"Unknown",261,45.355601712423514,-75.71904388740987
66097,"Unknown",84,45.35284823590772,-75.77441982163371
66098,"Unknown",163,45.36845312066266,-75.6314157170824
66099,"Unknown",109,45.38027443905913,-75.75102238798179
66100,"Unknown",29,45.409446522019586,-75.68231068488747
66101,"Bike Lane",59,45.4101625744155,-75.73472387559127
66102,"Unknown",225,45.37709324247078,-75.74894486769894
66103,"Unknown",208,45.430578347382415,-75.68745452084934
66104,"Unknown",339,45.39502978274979,-75.69566388556603
66105,"Unknown",117,45.369916888538455,-75.65203640788543
66106,"Unknown",97,45.36959548960818,-75.74457583226288
66107,"Unknown",917,45.423467492982375,-75.63062861772202
66108,"Unknown",338,45.432538350460284,-75.60855404046256
66109,"Unknown",195,45.350925942558376,-75.76431228797557
66110,"Unknown",41,45.41614893997511,-75.66984890222825
66111,"Unknown",243,45.443295850687626,-75.62381522777032
66112,"Unknown",133,45.44642869234624,-75.62516016834572
66113,"Unknown",528,45.341470217155944,-75.75719563307216
66114,"Unknown",142,45.41875596553237,-75.64717003276876
66115,"Unknown",500,45.36636141386122,-75.72859757376273
66116,"Unknown",272,45.36823070742549,-75.66858408508799
66117,"Unknown",22,45.37008852282397,-75.77058762120808
66118,"Unknown",110,45.37266296261671,-75.7721248856959
66119,"Segregated Bike Lane",165,45.41515141335868,-75.67215144330326
66120,"Unknown",343,45.40034517371841,-75.63441694712412
66121,"Unknown",21,45.43894293145139,-75.65343357651145
66122,"Unknown",186,45.43834958296633,-75.65525876542088
66123,"Unknown",450,45.3423508689867,-75.7885787733929
66124,"Unknown",131,45.35907101942814,-75.74518816528304
66125,"Unknown",376,45.360157423211675,-75.7926061615601
66126,"Unknown",190,45.361872225376175,-75.68405876331123
66127,"Unknown",111,45.35860921305905,-75.79399121460789
66128,"Unknown",113,45.43312432466128,-75.69172367171063
66129,"Unknown",229,45.36128991561349,-75.65472123511444
66130,"Unknown",52,45.36055612020262,-75.65649365069588
66131,"Unknown",102,45.36539818984099,-75.73051299574752
66132,"Unknown",282,45.372344878490956,-75.71460033043277
66133,"Unknown",87,45.37151231978644,-75.7165396637738
66134,"Unknown",457,45.36849994625074,-75.72344949505778
66135,"Cycle Track",86,45.378094839705014,-75.67251266306552
66136,"Unknown",162,45.34956978958105,-75.8020160572804
66137,"Unknown",312,45.40843469850259,-75.70621802026095
66138,"Unknown",72,45.40529378176,-75.70486959422226
66139,"Unknown",210,45.37857170848349,-75.66755153095771
66140,"Unknown",380,45.45107248688282,-75.64542911840937
66141,"Unknown",114,45.39236801536514,-75.73328890585812
66142,"Unknown",118,45.39303651005065,-75.73367578958974
66143,"Unknown",114,45.393723177205054,-75.73408799233763
66144,"Unknown",1054,45.36344025754062,-75.73509668990893
66145,"Unknown",74,45.34751346509411,-75.80421079333479
66146,"Unknown",664,45.34236247408201,-75.78467394866811
66147,"Unknown",291,45.3977248208044,-75.62239940113585
66148,"Unknown",161,45.396360195219245,-75.62164139371596
66149,"Unknown",82,45.39571862087816,-75.62129371246334
66150,"Unknown",188,45.39978007227154,-75.62169059893566
66151,"Unknown",155,45.35863669685967,-75.74618954607634
66152,"Unknown",297,45.36067836486919,-75.6869989932536
66153,"Unknown",210,45.36778917968658,-75.66973949730811
66154,"Unknown",199,45.36584399262433,-75.67450401874295
66155,"Unknown",366,45.37064382888623,-75.71849220594274
66156,"Unknown",106,45.34875625972654,-75.80289385773837
66157,"Unknown",488,45.423487577675594,-75.64390531860278
66158,"Unknown",14,45.35658822174968,-75.63946633062379
66159,"Unknown",221,45.350792781780534,-75.76459478208129
66160,"Cycle Track",113,45.37793866463553,-75.67455788172738
66161,"Unknown",141,45.43610203006227,-75.69281144528144
66162,"Unknown",673,45.34517230197228,-75.7778752174252
66163,"Unknown",64,45.44982892710897,-75.6512265236562
66164,"Unknown",166,45.36001943968742,-75.74300562835022
66165,"Unknown",499,45.383650213473814,-75.63071208468665
66166,"Unknown",172,45.38349674470391,-75.67164215243608
66167,"Unknown",289,45.35812255360387,-75.74737064831696
66168,"Unknown",288,45.4225460725872,-75.66233089712388
66169,"Unknown",32,45.44981370214586,-75.65094438079176
66170,"Unknown",266,45.42381250325509,-75.65104135302838
66171,"Unknown",285,45.42409723260016,-75.64698621230879
66172,"Unknown",271,45.42275130222657,-75.65964438106217
66173,"Unknown",125,45.42291487533009,-75.65741850131518
66174,"Unknown",194,45.35715025167767,-75.79526019454117
66175,"Unknown",47,45.38035087468665,-75.66843200749692
66176,"Unknown",111,45.42673477723775,-75.68652946002426
66177,"Unknown",308,45.35719637585405,-75.63798512909452
66178,"Unknown",61,45.349878278275575,-75.80168197652118
66179,"Unknown",71,45.365283281672355,-75.7308209247522
66180,"Unknown",488,45.374355167402285,-75.70989957950165
66181,"Unknown",17,45.34820204188171,-75.80350046759186
66182,"Cycle Track",106,45.378296800139246,-75.67058168764991
66183,"Unknown",246,45.36948816374153,-75.62892605783203
66184,"Unknown",152,45.40748273282331,-75.72218736657517
66185,"Unknown",118,45.40230708359612,-75.7311669072906
66186,"Unknown",127,45.39771045541392,-75.75738283838412
66187,"Unknown",171,45.3671080290612,-75.67135797758246
66189,"Unknown",432,45.38174307421438,-75.63536482695406
66190,"Unknown",139,45.35408926264192,-75.79795290718174
66191,"Unknown",204,45.38458231535373,-75.67243079600043
66192,"Unknown",114,45.432499781205536,-75.69120858221831
66193,"Unknown",425,45.36038302038891,-75.7421966091986
66194,"Unknown",249,45.35716521821011,-75.74957869920048
66195,"Unknown",119,45.38962040312363,-75.6785001356568
66196,"Unknown",850,45.45295323588055,-75.63944277769535
66197,"Unknown",266,45.42332759402573,-75.65239036656526
66198,"Unknown",129,45.42412911814715,-75.64643624931878
66199,"Unknown",42,45.35389567603488,-75.64301280300869
66200,"Unknown",75,45.38551835708078,-75.69610958199931
66201,"Unknown",111,45.375211598462435,-75.6658261071471
66202,"Unknown",98,45.3663598246753,-75.66077138136646
66203,"Unknown",160,45.358009495922616,-75.79450922631985
66204,"Unknown",232,45.36658688090208,-75.6727059939894
66205,"Unknown",76,45.42296386318638,-75.65674051761744
66206,"Unknown",90,45.4230208999353,-75.65593461202657
66207,"Unknown",123,45.34809468868623,-75.8036038780541
66208,"Unknown",371,45.39885534489451,-75.65537478373815
66209,"Unknown",266,45.43982219065114,-75.6328093409563
66210,"Unknown",676,45.431017371408736,-75.60877955828313
66211,"Unknown",485,45.34305396109696,-75.75404972845558
66212,"Unknown",174,45.40111725177798,-75.62473554638902
66213,"Unknown",133,45.350481420571384,-75.73465673191369
66214,"Unknown",784,45.45295817068996,-75.63522454963255
66215,"Unknown",84,45.370868804916554,-75.75484890566494
66216,"Unknown",333,45.391791115536655,-75.61047859831378
66217,"Unknown",115,45.43117813838504,-75.69010277676482
66218,"Unknown",250,45.36687640810964,-75.65028463918249
66219,"Unknown",240,45.42369552556459,-75.69347276242576
66220,"Unknown",516,45.424217196257885,-75.6387982068346
66221,"Unknown",547,45.38356475989021,-75.69627379313494
66222,"Unknown",121,45.39602793598526,-75.72624011508114
66223,"Unknown",291,45.41926211403876,-75.63821685401363
66224,"Unknown",155,45.397217997349706,-75.71349170157434
66225,"Unknown",164,45.361442307890954,-75.7073476912566
66226,"Unknown",331,45.372153006471244,-75.62729853960761
66227,"Unknown",124,45.405923261774845,-75.74457721836337
66228,"Unknown",1350,45.42539075126608,-75.61975216288383
66229,"Unknown",103,45.401701084692014,-75.73082509024015
66230,"Unknown",303,45.356888210472725,-75.69056327114576
66231,"Unknown",320,45.35264084015397,-75.69311253720848
66232,"Unknown",158,45.357880238894325,-75.72029513909102
66233,"Unknown",86,45.3575146688887,-75.71980893582494
66234,"Unknown",166,45.397251683828536,-75.65511767781899
66235,"Unknown",211,45.39414772959089,-75.65641557721621
66236,"Unknown",378,45.40023695125627,-75.62376559046099
66237,"Unknown",73,45.39279125506979,-75.6174309199107
66238,"Unknown",120,45.39255552152385,-75.61836691772436
66239,"Unknown",151,45.39313238263887,-75.61616120695216
66240,"Unknown",245,45.39358759321858,-75.61451930580172
66241,"Unknown",455,45.39521450578272,-75.65100981767033
66242,"Unknown",104,45.444370971099765,-75.62437383434998
66243,"Unknown",102,45.36745383863029,-75.6615862566354
66244,"Unknown",50,45.37431136682652,-75.7327515183838
66245,"Unknown",174,45.43349737262164,-75.6908927165981
66246,"Unknown",191,45.3754038141128,-75.66258026226024
66247,"Unknown",363,45.43521156683915,-75.60276701345221
66248,"Unknown",52,45.422524409758346,-75.63527930913564
66249,"Unknown",115,45.4222864093861,-75.63474625333764
66250,"Unknown",72,45.4218295580394,-75.6350215743958
66251,"Unknown",313,45.4227699827007,-75.63076882587326
66252,"Unknown",249,45.42193160742621,-75.63305215378097
66253,"Unknown",191,45.42171578220071,-75.63544499261002
66254,"Unknown",726,45.41346602004044,-75.66418648951411
66255,"Unknown",169,45.41234510631221,-75.65985724854681
66256,"Unknown",553,45.41044342669329,-75.66716761436149
66257,"Unknown",149,45.40870800157195,-75.66381298079875
66258,"Unknown",151,45.3682634380107,-75.77225791361306
66259,"Unknown",218,45.41183340938717,-75.63045980721215
66260,"Unknown",210,45.42002204678143,-75.6316246957602
66261,"Unknown",554,45.39687387043664,-75.70943845629999
66262,"Unknown",156,45.35678211160843,-75.72872356517627
66263,"Unknown",171,45.35288208644665,-75.7306826354024
66264,"Unknown",303,45.39813493558269,-75.73098415582582
66265,"Unknown",63,45.3786542007917,-75.73332104218909
66266,"Unknown",360,45.35234204098507,-75.76342608557474
66267,"Unknown",532,45.357650759789266,-75.72685505501227
66268,"Unknown",115,45.43875429465951,-75.65401286680051
66269,"Unknown",935,45.38993737816203,-75.65044641139212
66270,"Unknown",125,45.368409429746315,-75.6511764012566
66271,"Unknown",1044,45.38240196718995,-75.62059816400684
66272,"Unknown",51,45.40932719231475,-75.72179714021236
66273,"Unknown",117,45.39723271925932,-75.74218956550845
66274,"Unknown",114,45.39947119337453,-75.73296039106039
66275,"Unknown",443,45.399888569356904,-75.64068284624953
66276,"Unknown",69,45.340583050549725,-75.7877836430939
66277,"Unknown",61,45.35055103795059,-75.73330494887078
66278,"Unknown",421,45.435508985793696,-75.66742229752431
66279,"Unknown",56,45.40696347606761,-75.71337980293097
66280,"Unknown",113,45.40062875233352,-75.70952069526763
66281,"Unknown",84,45.34726362038253,-75.78883605358521
66282,"Unknown",145,45.37285734199206,-75.66383072791551
66283,"Unknown",108,45.37654839131467,-75.66650869291406
66284,"Unknown",118,45.363829275305044,-75.74623547154691
66285,"Unknown",139,45.38184716714439,-75.73308634833796
66286,"Unknown",320,45.34112278768707,-75.75968391700182
66287,"Unknown",160,45.38284464652957,-75.73288131955246
66288,"Unknown",193,45.38509902762223,-75.73234944054747
66289,"Unknown",138,45.3548345279363,-75.76479769443598
66290,"Unknown",105,45.361445152011015,-75.76845732759722
66291,"Unknown",116,45.402833756308254,-75.71086954351452
66292,"Unknown",426,45.40311991027698,-75.62538165606385
66293,"Unknown",27,45.39924735424277,-75.7339367214337
66294,"Unknown",92,45.37579997673202,-75.7330787216412
66295,"Unknown",115,45.38931326668284,-75.61660633834511
66296,"Unknown",285,45.35756185954405,-75.76630679853628
66297,"Unknown",1983,45.323833358679536,-75.63238434751746
66298,"Unknown",96,45.45100036853182,-75.59632359375195
66299,"Unknown",116,45.40005177662184,-75.63845781451218
66300,"Unknown",201,45.43937929521079,-75.6521373273194
66301,"Unknown",104,45.35923271098429,-75.76725527574587
66302,"Unknown",232,45.36369944017485,-75.74525703642094
66303,"Unknown",78,45.373826349380344,-75.73264577409843
66304,"Unknown",674,45.379163422526254,-75.64172462967103
66305,"Unknown",47,45.420200900474356,-75.63503365404141
66306,"Unknown",102,45.36875294045348,-75.66253962157846
66307,"Unknown",417,45.419633483705766,-75.71729279783327
66308,"Unknown",129,45.377186773923206,-75.73322596090617
66309,"Unknown",97,45.36802287325813,-75.66201873795252
66310,"Unknown",415,45.3441119718143,-75.7641413089326
66311,"Unknown",125,45.38609716319225,-75.73213496687507
66312,"Unknown",426,45.426771135010185,-75.63876714488869
66313,"Unknown",280,45.43411101154726,-75.64290455062705
66314,"Unknown",270,45.37406432425484,-75.65421176548251
66315,"Path",252,45.32893720779897,-75.91084933718193
66316,"Unknown",16,45.4020983591952,-75.61737945003819
66317,"Bike Lane",795,45.3768293993323,-75.68172416944856
66318,"Unknown",355,45.43691044902445,-75.64446695267148
66319,"Unknown",78,45.42565680457468,-75.63777454243235
66320,"Unknown",886,45.40915794370577,-75.628903927835
66321,"Unknown",1607,45.34577975546163,-75.69696703651441
66322,"Unknown",23,45.39708177771411,-75.72109112099291
66323,"Unknown",325,45.4214095629598,-75.61080057068129
66324,"Unknown",164,45.42347715906645,-75.61168817984385
66325,"Unknown",1869,45.26495077556805,-75.67648200659063
66326,"Unknown",658,45.26259900854839,-75.67848772004126
66327,"Unknown",1255,45.256958375894676,-75.6847972449501
66328,"Unknown",634,45.412637937294306,-75.59471686816846
66329,"Unknown",1242,45.41344852013298,-75.59750083952504
66330,"Unknown",77,45.43539951478815,-75.544075899036
66331,"Unknown",369,45.450037645883405,-75.58794299666737
66332,"Unknown",482,45.443585747010786,-75.53691066477725
66333,"Unknown",242,45.443720921071105,-75.5369339302448
66334,"Unknown",109,45.30439539761548,-75.60016295195378
66335,"Unknown",132,45.3109681402457,-75.59601368755536
66336,"Unknown",107,45.308700479772774,-75.59909398281683
66337,"Unknown",144,45.311699273879036,-75.61160858012653
66338,"Unknown",119,45.311364284637534,-75.61237309943391
66339,"Unknown",113,45.310664187794146,-75.61420745744746
66340,"Unknown",291,45.3099030480176,-75.61602546163127
66341,"Unknown",114,45.310994016636585,-75.61329923464406
66342,"Unknown",1420,45.30267621252673,-75.62858755915825
66343,"Unknown",2111,45.28436858875564,-75.63079029830351
66344,"Unknown",1512,45.29641619833427,-75.63766977731066
66345,"Unknown",129,45.323788503929485,-75.82908256898044
66346,"Unknown",67,45.324942056913805,-75.83492191027969
66347,"Unknown",35,45.36633540119145,-75.71353458984095
66348,"Unknown",626,45.331488381793214,-75.59854489748088
66349,"Unknown",644,45.35476337618383,-75.92996466896109
66350,"Unknown",80,45.37136544624477,-75.75511048788917
66351,"Unknown",116,45.377876369022026,-75.66721697588802
66352,"Unknown",175,45.36804168669479,-75.75323919564272
66353,"Unknown",118,45.359846789541905,-75.76759198497561
66354,"Unknown",113,45.419351443795584,-75.6345610728283
66355,"Unknown",117,45.37718094024056,-75.6668696764194
66356,"Unknown",541,45.268244994028706,-75.69447053120327
66357,"Unknown",195,45.271842305416435,-75.6737496342286
66358,"Unknown",1992,45.28784363365628,-75.65729227094975
66359,"Unknown",1640,45.275995165076566,-75.67051375704813
66360,"Unknown",2482,45.27499164396703,-75.67189552316027
66361,"Unknown",1860,45.26884815970838,-75.68376486509297
